시군구,번지,계약년월,계약일,거래금액(만원),건축년도,단지명,전용면적(㎡),층,해제사유발생일
전라남도 광양시 황금동,1370,202409,25,"28,900",2024,광양한라비발디센트럴마크,84.9053,17,-
경상남도 창원시 마산합포구 창포동1가,20,202409,25,"23,800",2000,창포한백,84.92,9,-
경상북도 구미시 상모동,Jan-77,202409,25,"14,500",1999,신세계타운1,84.94,13,-
경상남도 진주시 칠암동,78,202409,25,"20,300",1995,칠암한주타운,84.725,12,-
경상남도 통영시 미수동,292,202409,25,"11,700",1991,동신1차,79.29,6,-
경기도 양주시 덕계동,420-3,202409,25,"30,000",2021,이레하이니스,49.9407,11,-
경상남도 통영시 미수동,969,202409,25,"24,100",2015,일성유수안,84.693,6,-
충청북도 충주시 대소원면 본리,642,202409,25,"14,700",2016,충주지웰,59.0401,12,-
충청북도 충주시 주덕읍 신중리,Jan-69,202409,25,"3,000",1993,주한,34.56,9,-
충청북도 충주시 주덕읍 신중리,Jan-69,202409,25,"3,000",1993,주한,34.56,9,20241024
충청북도 충주시 문화동,2305,202409,25,"27,000",2003,호수마을,84.98,7,-
전라남도 화순군 화순읍 대리,121,202409,25,"6,000",1998,대광로제비앙2차,48.6,6,-
충청북도 충주시 안림동,1171,202409,25,"31,000",2016,충주2차푸르지오,74.9697,2,-
경기도 화성시 오산동,BL-7,202409,25,"119,500",2021,동탄역예미지시그너스,84.6397,44,-
경상북도 경산시 중산동,Mar-35,202409,25,"13,900",1996,경남신성,59.94,7,-
충청북도 충주시 안림동,1171,202409,25,"38,400",2016,충주2차푸르지오,84.9667,29,-
경기도 화성시 오산동,BL-7,202409,25,"119,500",2021,동탄역예미지시그너스,84.6397,44,20240930
충청북도 충주시 안림동,1083-3,202409,25,"24,300",2006,아침도시아파트,84.617,1,-
전라남도 화순군 화순읍 삼천리,1048,202409,25,"30,000",2016,화순산이고운,84.9114,14,-
경상남도 통영시 용남면 화삼리,1041-2,202409,25,"13,900",2010,미진이지비아1차,76.9809,7,-
경상남도 통영시 용남면 동달리,945-7,202409,25,"10,000",2000,청구,60.0,10,-
경기도 김포시 장기동,Jan-58,202409,25,"41,800",2012,한강신도시초당마을중흥에스-클래스리버티,69.9058,14,-
경기도 여주시 가남읍 신해리,620-17,202409,25,"10,900",1997,동남,59.77,3,-
충청북도 충주시 연수동,1626,202409,25,"33,000",2014,연수세영리첼2단지,84.9875,10,-
충청북도 충주시 연수동,1220,202409,25,"14,100",1996,세원한아름,59.76,10,-
전라남도 광양시 중동,1301-1,202409,25,"7,800",1990,동광(부영1차),84.92,3,-
경기도 김포시 북변동,802,202409,25,"35,300",1999,풍년마을(서광),84.74,9,-
전라남도 광양시 중동,1301-1,202409,25,"8,300",1990,동광(부영1차),84.92,11,-
전라남도 광양시 중동,1663,202409,25,"7,300",1998,금광,59.995,14,-
경기도 광주시 초월읍 지월리,546,202409,25,"18,100",2002,광주1차세광엔리치빌,84.928,12,-
전라남도 보성군 벌교읍 회정리,486,202409,25,"6,900",1999,장미,59.37,1,-
충청북도 충주시 칠금동,1015,202409,25,"10,300",1996,부영아파트(2차),50.49,11,-
충청북도 충주시 칠금동,1015,202409,25,"13,000",1996,부영아파트(2차),60.0,3,-
경기도 광주시 초월읍 쌍동리,390,202409,25,"45,800",2004,초월롯데캐슬,84.93,15,-
경기도 광주시 초월읍 쌍동리,390,202409,25,"45,800",2004,초월롯데캐슬,84.93,15,-
경상남도 통영시 광도면 죽림리,1579,202409,25,"35,500",2007,푸르지오1차,101.569,3,-
경상북도 구미시 공단동,759,202409,25,"26,000",2017,강변파라디아,84.9392,13,-
경상남도 진주시 하대동,Jan-73,202409,25,"7,700",1982,하대주공,35.64,4,-
경상남도 창원시 마산합포구 월영동,705-2,202409,25,"16,300",1998,현대2,59.98,19,20241109
경상남도 창원시 마산합포구 월영동,708-2,202409,25,"13,700",1998,월영동아2,59.625,13,-
경기도 광주시 초월읍 쌍동리,395,202409,25,"42,300",2020,초월역모아미래도파크힐스,74.9832,21,-
충청남도 아산시 신창면 남성리,69,202409,25,"7,000",2005,다소미,59.92,3,-
전라남도 고흥군 고흥읍 남계리,645-6,202409,25,"13,000",2013,대영원더빌,84.87,4,-
경상북도 경산시 중산동,663,202409,25,"47,550",2019,펜타힐즈푸르지오,84.2875,26,-
경상북도 포항시 북구 두호동,919,202409,25,"18,000",1999,우방하이츠,84.99,4,-
충청북도 충주시 용산동,1680,202409,25,"8,400",2003,용산주공3차,36.2,10,-
경상남도 창원시 마산합포구 월영동,614-7,202409,25,"12,500",1998,월영동아,59.526,1,-
경상남도 사천시 향촌동,991-10,202409,25,"17,000",2008,가양라끄빌,84.9875,6,-
충청남도 계룡시 엄사면 엄사리,226-4,202409,25,"4,100",1997,삼진,29.13,10,-
전라남도 광양시 광양읍 구산리,832-1,202409,25,"15,666",2013,덕진광양의봄,84.9941,6,-
전라남도 고흥군 고흥읍 호형리,1232,202409,25,"7,000",2006,에이스뷰,84.95,9,-
경상북도 경산시 하양읍 서사리,351,202409,25,"34,100",2021,경산하양우미린더센트럴,84.9644,27,20241024
충청북도 충주시 교현동,397,202409,25,"14,500",1990,동아,84.35,10,-
전라남도 광양시 광양읍 용강리,892,202409,25,"14,900",2001,창덕에버빌1단지,84.76,6,-
경상북도 구미시 비산동,28,202409,25,"12,000",1997,강변보성타운,84.87,8,-
전라남도 광양시 광양읍 용강리,892,202409,25,"14,900",2001,창덕에버빌1단지,84.76,6,20241120
경상북도 구미시 비산동,28,202409,25,"10,000",1997,강변보성타운,84.87,11,-
전라남도 광양시 광양읍 덕례리,1844,202409,25,"20,500",2019,흥한에르가,71.857,13,-
경기도 포천시 신읍동,315-4,202409,25,"16,400",2004,백자타운빌,84.75,14,-
경상북도 경산시 중산동,663,202409,25,"45,000",2019,펜타힐즈푸르지오,84.2875,2,-
충청북도 청주시 청원구 오창읍 양청리,810-2,202409,25,"30,500",2018,오창롯데캐슬더하이스트,59.9502,7,-
경상북도 경산시 상방동,130,202409,25,"7,250",1995,태성맨션,59.95,6,-
충청북도 청주시 청원구 오창읍 각리,639-4,202409,25,"47,500",2024,오창반도유보라퍼스티지,84.9654,9,-
경기도 안성시 공도읍 진사리,Jan-36,202409,25,"10,000",2000,주은청설,39.75,20,-
경상북도 김천시 성내동,161-8,202409,25,"3,400",1984,선영골든,66.6,3,-
경기도 광주시 양벌동,1112,202409,25,"50,800",2018,광주역우방아이유쉘1단지,77.8977,10,-
경상남도 창원시 성산구 상남동,Jan-45,202409,25,"36,800",1994,성원,84.92,15,-
경상북도 경주시 외동읍 입실리,1396,202409,25,"12,800",2018,외동미소지움,59.6532,1,-
경기도 김포시 장기동,1312,202409,25,"53,000",2001,청송마을(현대3),153.488,17,-
경기도 안성시 공도읍 진사리,20-14,202409,25,"13,300",1998,우림,53.13,4,-
경기도 김포시 장기동,1312,202409,25,"53,000",2001,청송마을(현대3),153.488,17,20250115
경기도 가평군 가평읍 읍내리,537-1,202409,25,"12,000",1990,중앙,84.14,5,-
경기도 광주시 태전동,698,202409,25,"41,000",2017,"힐스테이트태전(C-4,1501~1506동)",59.9783,12,20240927
경기도 광주시 태전동,704,202409,25,"41,000",2017,힐스테이트태전6(1615동~1620동),59.943,11,-
경기도 광주시 태전동,704,202409,25,"41,000",2017,힐스테이트태전6(1615동~1620동),59.943,7,-
경기도 광주시 태전동,228,202409,25,"38,000",1999,성원,84.6,12,-
충청남도 아산시 탕정면 명암리,809,202409,25,"37,500",2013,탕정삼성트라팰리스(4단지),83.4986,30,20241002
경상북도 안동시 용상동,1629,202409,25,"11,500",1999,용상6주공,59.99,10,-
충청남도 아산시 배방읍 장재리,1539,202409,25,"28,000",2009,연화마을8단지,84.62,1,-
충청남도 부여군 규암면 반산리,321,202409,25,"10,500",2002,무지개,59.9598,2,-
경상북도 의성군 안계면 용기리,1116-35,202409,25,"6,000",2002,대경,59.34,1,-
경기도 가평군 청평면 청평리,306,202409,25,"22,000",2008,경남아너스빌,84.8896,2,-
경상북도 청송군 진보면 진안리,473-6,202409,25,"17,500",2018,(473-6),82.17,2,-
경상북도 상주시 냉림동,111-5,202409,25,"34,300",2011,지엘리더스파크골드(201동202동),84.0714,7,-
경상북도 상주시 복룡동,206-6,202409,25,"20,000",1995,우방2,84.96,9,-
경상북도 칠곡군 왜관읍 석전리,410,202409,25,"4,800",1992,대화전원타운,59.97,1,-
충청남도 아산시 배방읍 공수리,1730,202409,25,"30,800",2021,아산배방우방아이유쉘2차,78.1704,7,-
충청남도 아산시 배방읍 공수리,1730,202409,25,"24,980",2021,아산배방우방아이유쉘2차,61.7433,6,-
경기도 포천시 소흘읍 송우리,430-13,202409,25,"17,000",1997,원일산호3,83.49,16,-
경상북도 포항시 북구 우현동,547,202409,25,"32,000",2019,우현우방아이유쉘센트럴아파트,84.9833,18,-
충청남도 아산시 배방읍 공수리,1730,202409,25,"30,800",2021,아산배방우방아이유쉘2차,78.1704,11,-
충청남도 아산시 배방읍 공수리,1730,202409,25,"25,900",2021,아산배방우방아이유쉘2차,61.7433,18,-
경상북도 포항시 북구 우현동,546,202409,25,"23,000",2016,우현2차금성굿모닝,84.9505,14,-
충청남도 아산시 배방읍 공수리,1730,202409,25,"24,500",2021,아산배방우방아이유쉘2차,61.9749,10,-
충청남도 아산시 배방읍 공수리,1730,202409,25,"24,980",2021,아산배방우방아이유쉘2차,61.7433,10,-
충청남도 아산시 배방읍 공수리,1730,202409,25,"24,980",2021,아산배방우방아이유쉘2차,61.7433,5,-
충청남도 아산시 배방읍 공수리,1730,202409,25,"25,900",2021,아산배방우방아이유쉘2차,61.7433,16,-
충청남도 아산시 배방읍 공수리,282,202409,25,"14,000",2012,배방삼정그린코아,47.67,5,-
충청남도 아산시 배방읍 공수리,282-5,202409,25,"6,400",1997,아산한도,39.9,4,-
충청남도 서천군 서천읍 사곡리,304-156,202409,25,"15,500",2004,신영골든빌,58.882,11,20240927
충청남도 서천군 서천읍 사곡리,304-156,202409,25,"15,500",2004,신영골든빌,58.882,11,-
경상북도 영천시 금호읍 원제리,20,202409,25,"2,600",2018,금호윤성모닝타운,29.94,7,-
경기도 김포시 운양동,1435,202409,25,"39,000",2000,전원마을(월드4차2단지),84.98,12,-
경상남도 창원시 진해구 자은동,663,202409,25,"32,000",2014,협성DS.이아이존빌,84.9792,3,-
경상북도 칠곡군 석적읍 중리,141,202409,25,"5,900",2000,부영,59.93,1,-
경상남도 진주시 초전동,702-22,202409,25,"16,600",1995,대림,84.44,6,-
경상남도 진주시 초전동,1673,202409,25,"38,900",2018,이지더원,73.2086,14,-
경상남도 진주시 초전동,1673,202409,25,"38,500",2018,이지더원,73.2086,12,-
경상북도 안동시 태화동,878,202409,25,"26,000",2013,브라운스톤태화2차,84.912,7,20241002
경상북도 영천시 완산동,988-4,202409,25,"10,470",2001,청구하이츠,59.99,10,-
충청북도 청주시 상당구 탑동,42,202409,25,"6,500",1998,보성트윈힐스,38.89,13,-
경상북도 안동시 태화동,878,202409,25,"26,000",2013,브라운스톤태화2차,84.912,7,-
경기도 양주시 덕계동,420-3,202409,25,"30,000",2021,이레하이니스,49.9724,13,-
충청남도 예산군 예산읍 예산리,12,202409,25,"14,800",1993,능금마을신성,84.945,8,-
충청북도 청주시 상당구 영운동,May-73,202409,25,"5,300",1995,태암수정,42.24,14,-
충청남도 서산시 음암면 도당리,1550-103,202409,25,"8,500",2011,서림,78.43,2,-
경상북도 포항시 북구 양덕동,1731,202409,25,"22,700",2008,포항양덕풍림아이원,101.0358,18,20241007
경상북도 칠곡군 석적읍 남율리,1087,202409,25,"14,500",2016,칠곡남율효성해링턴플레이스1단지,59.9953,7,-
충청남도 당진시 송산면 금암리,02월 16일,202409,25,"6,400",1999,당진대상,49.16,8,-
경상남도 김해시 삼계동,1155-9,202409,25,"10,800",1994,동신,84.95,10,-
경기도 화성시 남양읍 남양리,2048,202409,25,"31,000",2009,남양아이파크,84.9037,2,-
경상북도 칠곡군 약목면 복성리,산54,202409,25,"3,180",1998,복성두성타운,59.4,9,-
경상북도 영천시 야사동,350-1,202409,25,"14,000",1992,청구타운1차단지,132.42,5,-
경상북도 칠곡군 약목면 관호리,952,202409,25,"3,000",1994,삼주강변타운,50.0,11,-
경상북도 칠곡군 약목면 관호리,산74-10,202409,25,"1,500",1990,성재,31.62,5,-
경상북도 안동시 안기동,168-6,202409,25,"13,000",1994,대원타운,84.97,3,-
경기도 화성시 남양읍 남양리,2235,202409,25,"42,000",2018,동광뷰엘,80.0082,4,-
충청남도 아산시 음봉면 산동리,427-1,202409,25,"10,750",1997,삼일원앙,59.52,5,-
경상북도 경산시 진량읍 황제리,Jan-70,202409,25,"5,000",1996,창신황제타운,59.91,11,-
경상북도 포항시 북구 용흥동,Feb-57,202409,25,"11,000",1990,현대1,84.51,1,-
경상북도 포항시 북구 용흥동,424-7,202409,25,"6,500",1997,제일프리미엄타운,59.76,8,-
경상북도 포항시 북구 용흥동,338-4,202409,25,"6,300",1996,삼성푸른,59.949,1,-
경상남도 창원시 성산구 남양동,23,202409,25,"21,500",1998,위드파크아파트,59.651,9,-
경상남도 창원시 성산구 남양동,1,202409,25,"23,000",1990,동성,84.91,15,-
충청남도 아산시 풍기동,229-71,202409,25,"8,800",2000,주은,39.78,8,-
충청북도 청주시 상당구 금천동,318,202409,25,"20,000",2002,장자마을부영(318-10단지),84.9767,15,-
충청북도 청주시 상당구 금천동,320,202409,25,"20,000",2002,장자마을부영(320)-8단지,84.9767,4,-
충청남도 계룡시 두마면 두계리,67,202409,25,"29,800",2008,계룡더샵아파트,84.82,10,-
충청남도 아산시 방축동,150-3,202409,25,"5,600",1997,한성,39.15,11,-
경상북도 영천시 망정동,462-2,202409,25,"9,500",1997,창신영천타운,59.34,7,-
전라남도 목포시 산정동,1365,202409,25,"4,500",1981,삼학하이츠,44.4,1,-
경기도 화성시 남양읍 남양리,2001,202409,25,"25,700",2003,대광파인밸리,84.96,13,-
경상남도 창원시 성산구 남양동,17,202409,25,"28,500",1989,우성,73.35,6,-
충청남도 보령시 동대동,1981,202409,25,"30,400",2017,e편한세상보령,73.8584,4,-
충청남도 보령시 동대동,1979,202409,25,"30,500",2017,동대센트럴파크,72.1396,18,-
충청남도 보령시 동대동,1979,202409,25,"27,000",2017,동대센트럴파크,62.9845,18,-
충청남도 보령시 죽정동,666-6,202409,25,"9,000",1992,현대,73.8,5,-
충청남도 공주시 의당면 청룡리,641-3,202409,25,"6,900",1998,신한2차,53.46,3,20241002
경기도 화성시 새솔동,6,202409,25,"58,000",2021,송산그린시티5차NOBLELAND리버파크,84.9894,7,20241112
경기도 화성시 새솔동,6,202409,25,"58,000",2021,송산그린시티5차NOBLELAND리버파크,84.9894,7,20241024
전라남도 목포시 연산동,1260,202409,25,"9,150",1996,연산주공3단지,59.96,8,-
충청남도 공주시 신관동,24-64,202409,25,"8,000",1990,주공3,39.69,4,-
충청남도 서산시 성연면 일람리,1077,202409,25,"24,000",2019,서산금호어울림에듀퍼스트,84.9251,8,-
전라남도 목포시 상동,740,202409,25,"5,050",1993,주공4단지,38.64,14,-
전라남도 목포시 상동,860,202409,25,"42,500",2022,목포하당중흥S-클래스센텀뷰,84.8982,23,20250523
경기도 화성시 새솔동,27,202409,25,"63,000",2020,모아미래도에듀포레,99.9937,17,-
전라남도 목포시 상동,860,202409,25,"42,500",2022,목포하당중흥S-클래스센텀뷰,84.8982,23,20250621
경상남도 거제시 아주동,1681,202409,25,"18,500",2013,덕산아내프리미엄2차,84.7023,12,-
전라남도 목포시 상동,860,202409,25,"45,000",2022,목포하당중흥S-클래스센텀뷰,84.8982,39,-
경상북도 포항시 북구 흥해읍 초곡리,1758,202409,25,"21,450",2019,포항초곡화산샬레아파트,84.9684,17,-
경상북도 경산시 계양동,669,202409,25,"8,200",1988,계양주공,39.63,1,-
충청남도 당진시 신평면 거산리,875,202409,25,"18,160",2009,당진신평코아루,84.795,9,-
경상남도 창원시 성산구 용호동,62,202409,25,"85,000",1989,롯데2단지,106.68,3,-
경상북도 예천군 호명읍 산합리,1401,202409,25,"23,500",2016,우방아이유쉘1차,84.9428,4,-
경상북도 예천군 호명읍 산합리,1397,202409,25,"26,500",2017,경북도청신도시호반베르디움1차,75.6867,17,-
경상북도 봉화군 봉화읍 내성리,334,202409,25,"6,100",1996,가든목화,59.84,3,-
경기도 화성시 남양읍 남양리,2001,202409,25,"24,000",2003,대광파인밸리,84.96,1,-
충청남도 서산시 지곡면 무장리,920,202409,25,"10,300",2006,늘푸른오스카빌,84.9824,14,-
경상남도 진주시 주약동,156,202409,25,"20,700",1990,한주럭키타운,84.81,9,-
경기도 김포시 사우동,1481,202409,25,"59,200",2018,김포사우아이파크,84.92,3,-
충청남도 천안시 서북구 성거읍 문덕리,231-6,202409,25,"7,000",2003,하늘빛,59.35,8,-
경상남도 진주시 주약동,360,202409,25,"31,000",2001,현대,103.94,10,-
경기도 양주시 장흥면 부곡리,647,202409,25,"31,500",2022,송추역북한산경남아너스빌,63.9377,24,-
충청북도 청주시 상당구 용암동,3151,202409,25,"43,000",2019,칸타빌더테라스1단지,78.8917,12,20240925
충청북도 청주시 상당구 용암동,3151,202409,25,"43,000",2019,칸타빌더테라스1단지,78.8917,12,-
충청남도 아산시 음봉면 덕지리,03월 21일,202409,25,"5,400",1997,초원그린타운,39.27,6,-
충청남도 논산시 강산동,698,202409,25,"11,000",2000,논산강산한신청솔,59.85,3,-
충청남도 천안시 서북구 성거읍 저리,07월 26일,202409,25,"4,800",2004,아느칸빌,28.12,4,-
충청남도 천안시 서북구 성거읍 저리,01월 03일,202409,25,"9,300",1997,청호포도마을,59.58,8,-
경상북도 안동시 안막동,Sep-71,202409,25,"5,000",1996,현대,67.08,20,-
경상북도 안동시 안막동,Sep-69,202409,25,"6,000",1994,황제타운,59.85,7,-
충청남도 천안시 서북구 성거읍 저리,01월 03일,202409,25,"13,250",1997,청호포도마을,75.24,11,-
전라남도 목포시 용해동,319,202409,25,"4,500",1990,동백빌라,83.43,1,-
충청남도 서산시 인지면 둔당리,307,202409,25,"12,500",2005,산호옥마을,84.723,15,-
경상북도 포항시 남구 오천읍 구정리,463,202409,25,"7,150",1996,우방신세계타운2차,59.94,14,-
경상남도 창원시 마산회원구 내서읍 호계리,300,202409,25,"6,200",1991,서광맨션,52.11,1,-
경상남도 거제시 장평동,753-3,202409,25,"16,500",2008,코아루,84.9788,11,-
경상남도 창원시 의창구 북면 감계리,232-1,202409,25,"29,911",2019,감계아내에코프리미엄2차,70.5902,7,-
전라남도 목포시 석현동,816-12,202409,25,"15,500",2006,근화블루빌,77.5526,13,-
경기도 양주시 광적면 광석리,01월 01일,202409,25,"8,500",1996,희망,43.2,4,-
충청남도 천안시 서북구 신당동,705,202409,25,"23,350",2018,e편한세상천안부성,72.8643,7,-
경상북도 영주시 휴천동,1213,202409,25,"18,800",2002,세영첼시빌,75.7502,1,-
경상북도 영주시 휴천동,452,202409,25,"9,300",1996,휴천현대2차,59.407,10,-
경상북도 영주시 하망동,524-1,202409,25,"15,000",2003,청구,59.9705,3,-
충청남도 천안시 서북구 불당동,741,202409,25,"86,700",2014,천안불당우방아이유쉘트윈팰리스,213.32,14,-
전라남도 목포시 옥암동,1096,202409,25,"14,700",2001,우미블루빌,59.3897,5,-
충청북도 청주시 상당구 방서동,654,202409,25,"47,100",2018,청주센트럴자이,84.7377,14,-
전라남도 목포시 옥암동,1097,202409,25,"30,000",2002,우미오션빌,120.2525,7,-
경기도 화성시 장지동,977,202409,25,"54,000",2018,동탄2신도시호반베르디움33단지,84.9025,5,-
경기도 화성시 장지동,966,202409,25,"71,500",2018,금호어울림레이크,74.97,8,-
전라남도 목포시 옥암동,984,202409,25,"18,000",2002,제일하이빌2,84.9597,1,-
전라남도 목포시 옥암동,1315,202409,25,"40,500",2013,우미파렌하이트,108.4577,11,-
전라남도 목포시 옥암동,1246,202409,25,"23,700",2014,근화옥암베아채,84.9066,14,-
전라남도 목포시 옥암동,1026-1,202409,25,"20,553",2024,윈캐슬오션파크,55.7,2,-
전라남도 목포시 옥암동,1026-1,202409,25,"20,547",2024,윈캐슬오션파크,55.685,2,-
전라남도 목포시 옥암동,1026-1,202409,25,"20,547",2024,윈캐슬오션파크,55.685,2,-
경상남도 진주시 이현동,08월 01일,202409,25,"12,000",1983,이현주공,48.6,2,-
전라남도 목포시 옥암동,1026-1,202409,25,"20,553",2024,윈캐슬오션파크,55.7,2,-
충청북도 청주시 서원구 사직동,265-5,202409,25,"57,000",2009,두산위브더제니스,143.847,36,-
충청북도 청주시 서원구 사직동,937,202409,25,"30,800",2010,푸르지오캐슬(401~413),84.4,16,-
충청북도 청주시 서원구 사직동,931,202409,25,"47,500",2010,푸르지오캐슬(101~117),139.96,10,-
전라남도 목포시 옥암동,1026-1,202409,25,"20,831",2024,윈캐슬오션파크,55.7,3,-
전라남도 목포시 옥암동,1026-1,202409,25,"20,826",2024,윈캐슬오션파크,55.685,3,-
전라남도 목포시 옥암동,1026-1,202409,25,"20,826",2024,윈캐슬오션파크,55.685,3,-
전라남도 목포시 옥암동,1026-1,202409,25,"20,831",2024,윈캐슬오션파크,55.7,3,-
경상남도 창원시 성산구 반림동,04월 01일,202409,25,"32,000",1989,현대2차,69.84,9,-
경기도 김포시 풍무동,1060,202409,25,"49,800",2016,풍무푸르지오센트레빌,59.9928,1,-
경기도 김포시 풍무동,740,202409,25,"22,000",2002,장릉마을(삼성쉐르빌),59.83,2,-
경상북도 김천시 지좌동,440-2,202409,25,"3,900",1987,덕일1,49.69,3,-
경상북도 구미시 산동읍 인덕리,1102,202409,25,"30,000",2016,확장단지 우미린풀하우스,84.7474,19,-
경상북도 구미시 산동읍 인덕리,1102,202409,25,"30,000",2016,확장단지 우미린풀하우스,84.7474,19,20241211
경기도 포천시 신북면 기지리,101-3,202409,25,"6,500",2003,후레쉬빌,49.968,1,-
경상남도 창원시 의창구 도계동,413-3,202409,25,"12,000",1991,신우빌라,78.16,4,-
경기도 김포시 감정동,676,202409,25,"28,500",1995,한국,84.62,3,-
경상남도 창원시 의창구 도계동,415-2,202409,25,"7,200",1999,더좋은집2,39.59,1,-
충청북도 청주시 서원구 모충동,553,202409,25,"29,600",2021,청주모충LH트릴로채,59.96,23,20241009
충청북도 청주시 서원구 모충동,553,202409,25,"29,600",2021,청주모충LH트릴로채,59.96,23,-
충청북도 청주시 서원구 모충동,553,202409,25,"29,600",2021,청주모충LH트릴로채,59.96,23,20241018
충청남도 천안시 서북구 쌍용동,1289,202409,25,"11,400",1995,주공7단지3차,59.85,4,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,054",2024,윈캐슬오션파크,55.7,4,-
경상북도 포항시 남구 연일읍 유강리,594,202409,25,"38,300",2000,유강청구,134.99,11,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,049",2024,윈캐슬오션파크,55.685,4,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,049",2024,윈캐슬오션파크,55.685,4,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,054",2024,윈캐슬오션파크,55.7,4,-
경기도 양주시 옥정동,885,202409,25,"47,300",2024,e편한세상옥정리더스가든,84.9926,21,-
경기도 양주시 옥정동,945,202409,25,"27,500",2023,양주옥정LH엘리프,51.98,12,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,249",2024,윈캐슬오션파크,55.7,5,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,244",2024,윈캐슬오션파크,55.685,5,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,244",2024,윈캐슬오션파크,55.685,5,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,249",2024,윈캐슬오션파크,55.7,5,-
충청북도 청주시 서원구 산남동,1102,202409,25,"65,000",2007,계룡리슈빌,166.9333,6,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,249",2024,윈캐슬오션파크,55.7,6,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,244",2024,윈캐슬오션파크,55.685,6,-
경기도 양주시 옥정동,959,202409,25,"55,500",2022,옥정중앙역중흥S-클래스센텀시티(2단지),84.9784,18,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,244",2024,윈캐슬오션파크,55.685,6,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,249",2024,윈캐슬오션파크,55.7,6,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,444",2024,윈캐슬오션파크,55.7,7,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,438",2024,윈캐슬오션파크,55.685,7,-
경상남도 진주시 상대동,304-4,202409,25,"22,500",2002,상대한보타운,83.52,14,-
경상남도 창원시 의창구 도계동,329,202409,25,"12,850",1992,한마음코아,49.44,12,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,438",2024,윈캐슬오션파크,55.685,7,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,444",2024,윈캐슬오션파크,55.7,7,-
경기도 안성시 공도읍 용두리,753,202409,25,"11,100",2003,산수화,59.91,1,20241015
경기도 양주시 옥정동,955,202409,25,"34,300",2016,옥정센트럴파크푸르지오,58.9846,14,-
경기도 김포시 마산동,636-1,202409,25,"38,000",2013,한강 힐스테이트,84.937,5,20240925
경기도 김포시 마산동,636-1,202409,25,"38,000",2013,한강 힐스테이트,84.937,5,-
경상북도 구미시 산동읍 신당리,1383,202409,25,"37,700",2017,우미린센트럴파크,84.9528,20,-
경상북도 구미시 산동읍 신당리,1383,202409,25,"35,500",2017,우미린센트럴파크,84.9528,4,-
충청남도 천안시 서북구 차암동,543,202409,25,"22,500",2016,e편한세상스마일시티2차,59.9819,17,-
경상남도 진주시 하대동,101,202409,25,"24,000",1996,현대,134.82,1,-
경상북도 김천시 아포읍 국사리,1119,202409,25,"5,950",2004,아포덕일한마음,55.67,1,20241202
경기도 화성시 송산면 육일리,726,202409,25,"24,000",2009,포도마을코스코밸리,84.9468,9,-
충청북도 청주시 서원구 분평동,1202,202409,25,"8,300",1997,분평주공2,39.69,4,-
충청북도 청주시 서원구 분평동,275-1,202409,25,"6,100",2001,대승스카이빌,34.8899,3,-
충청남도 당진시 송악읍 석포리,318-3,202409,25,"3,000",1999,수웅누리,39.6,2,-
경상남도 창원시 진해구 풍호동,Mar-83,202409,25,"12,150",1994,우성,59.85,8,-
충청남도 천안시 서북구 차암동,543,202409,25,"25,000",2016,e편한세상스마일시티2차,74.9402,7,-
경상북도 김천시 아포읍 국사리,1119,202409,25,"3,900",2004,아포덕일한마음,41.62,1,-
경상북도 김천시 아포읍 국사리,1119,202409,25,"4,200",2004,아포덕일한마음,41.62,1,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,444",2024,윈캐슬오션파크,55.7,8,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,438",2024,윈캐슬오션파크,55.685,8,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,438",2024,윈캐슬오션파크,55.685,8,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,444",2024,윈캐슬오션파크,55.7,8,-
경상남도 김해시 구산동,1052-3,202409,25,"12,800",2001,동원,59.982,8,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,611",2024,윈캐슬오션파크,55.7,9,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,605",2024,윈캐슬오션파크,55.685,9,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,605",2024,윈캐슬오션파크,55.685,9,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,611",2024,윈캐슬오션파크,55.7,9,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,723",2024,윈캐슬오션파크,55.7,10,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,717",2024,윈캐슬오션파크,55.685,10,-
전라남도 목포시 옥암동,1026-1,202409,25,"21,717",2024,윈캐슬오션파크,55.685,10,-
