시군구,번지,계약년월,계약일,거래금액(만원),건축년도,단지명,전용면적(㎡),층,해제사유발생일
경기도 시흥시 배곧동,243,202409,9,"58,000",2017,한라비발디캠퍼스,84.9906,13,-
경기도 용인시 수지구 신봉동,911,202409,9,"70,500",2005,신봉마을자이2차,82.409,20,-
경기도 용인시 수지구 신봉동,976,202409,9,"78,000",2010,신봉동일하이빌4단지,84.961,13,-
경기도 남양주시 별내동,869,202409,9,"55,000",2014,유승한내들,84.2588,16,-
경기도 시흥시 배곧동,139,202409,9,"47,500",2015,시흥배곧신도시호반베르디움센트럴파크,65.4139,3,-
경기도 의정부시 낙양동,760,202409,9,"47,500",2017,호반베르디움２차,84.9788,11,-
울산광역시 울주군 범서읍 구영리,799-5,202409,9,"13,900",1993,범서현대3차,68.85,16,-
울산광역시 동구 전하동,660-1,202409,9,"37,200",2011,울산전하푸르지오1단지,84.821,22,-
울산광역시 동구 전하동,301-28,202409,9,"23,500",2004,대경넥스빌,83.7657,8,-
경기도 광명시 철산동,58,202409,9,"65,000",1990,우성,84.74,15,-
울산광역시 동구 서부동,248-24,202409,9,"20,000",2005,서부성원상떼빌,59.92,12,-
경기도 남양주시 오남읍 양지리,193-1,202409,9,"15,800",1992,극동,54.21,1,-
경기도 평택시 동삭동,845,202409,9,"35,000",2017,평택센트럴자이2단지,59.5153,8,-
울산광역시 울주군 범서읍 구영리,209-1,202409,9,"38,500",2007,구영2차푸르지오,71.94,8,-
경기도 남양주시 다산동,6029,202409,9,"87,000",2017,다산롯데캐슬,84.97,2,-
경기도 남양주시 다산동,Feb-32,202409,9,"56,700",2005,다산리버펠리체2단지,84.9826,2,-
경기도 남양주시 다산동,Jan-02,202409,9,"84,500",2000,"플루리움4,5단지",162.454,10,-
경기도 이천시 마장면 오천리,422,202409,9,"39,500",2019,이천마장호반베르디움1차,82.9343,8,-
경기도 시흥시 정왕동,1786,202409,9,"26,000",1996,시화두산,59.97,6,-
경기도 수원시 권선구 오목천동,1170,202409,9,"43,000",2016,오목천역 서희스타힐스 아파트,59.9433,10,-
경기도 동두천시 지행동,691,202409,9,"21,000",2003,부영아파트(3단지),84.9868,11,-
경기도 동두천시 지행동,717-2,202409,9,"16,600",2004,송내주공1단지,59.56,17,-
경기도 수원시 권선구 고색동,887-56,202409,9,"32,800",1998,태산2,59.892,6,-
경기도 수원시 권선구 고색동,7-114,202409,9,"16,500",1986,연안,44.57,3,-
경기도 동두천시 지행동,722-5,202409,9,"16,700",2004,송내주공2단지,59.94,18,-
대전광역시 서구 둔산동,909,202409,9,"38,700",1993,수정타운,84.99,4,-
대전광역시 서구 둔산동,909,202409,9,"32,000",1993,수정타운,71.52,14,-
울산광역시 북구 신천동,394-1,202409,9,"9,200",1993,한라신천지타운,59.61,11,-
경기도 수원시 장안구 조원동,861,202409,9,"33,750",2001,주공뉴타운2,59.42,19,-
경기도 수원시 장안구 조원동,908,202409,9,"59,000",2005,맥스빌,166.2822,12,-
경기도 부천시 소사구 송내동,457-1,202409,9,"43,000",2001,송내대우,80.675,3,-
대전광역시 서구 둔산동,1203,202409,9,"32,000",1994,은하수,59.74,10,-
울산광역시 북구 중산동,1317-3,202409,9,"29,800",2018,U-스타시티일동미라주더스타2단지,73.4718,8,-
경기도 시흥시 월곶동,1010-1,202409,9,"19,700",2005,풍림아이원2차,37.918,20,-
경기도 시흥시 월곶동,1064-1,202409,9,"31,200",2022,시흥센트럴헤센,59.9932,5,-
대전광역시 서구 둔산동,1509,202409,9,"134,000",1992,크로바,114.63,3,-
대전광역시 서구 둔산동,1388,202409,9,"85,000",1992,한마루아파트,101.94,13,-
울산광역시 북구 천곡동,940-1,202409,9,"5,900",1998,우방,49.5,10,-
경기도 부천시 소사구 송내동,372,202409,9,"63,000",2005,푸르지오,84.874,12,-
경기도 남양주시 와부읍 덕소리,600-3,202409,9,"36,900",1996,강변삼익,59.88,4,-
경기도 남양주시 와부읍 덕소리,600-15,202409,9,"60,500",2001,덕소강변현대,84.97,11,-
울산광역시 북구 천곡동,940-1,202409,9,"7,300",1998,우방,49.5,4,-
울산광역시 북구 천곡동,674,202409,9,"10,500",2009,천곡웰빙,84.3313,1,-
울산광역시 북구 천곡동,1153,202409,9,"24,800",2013,새천곡한신휴플러스2단지,69.926,15,-
세종특별자치시  고운동,2112,202409,9,"61,500",2018,가락마을18단지,100.3699,10,-
경기도 시흥시 장곡동,829,202409,9,"31,800",1999,진말삼환한진아파트,59.58,4,-
경기도 시흥시 장곡동,805,202409,9,"33,000",1999,삼성래미안,84.97,13,-
광주광역시 북구 용두동,1130,202409,9,"42,000",2024,센트럴시티서희스타힐스,84.928,18,-
경기도 용인시 수지구 동천동,산151-2,202409,9,"99,700",2020,더샵동천이스트포레,84.9893,7,-
울산광역시 북구 정자동,3,202409,9,"10,000",1993,벽산블루밍,59.94,2,-
경기도 시흥시 장현동,591,202409,9,"58,000",2020,장현호반써밋,73.8023,20,-
경기도 남양주시 진접읍 장현리,633-1,202409,9,"13,500",1992,삼신,57.555,11,-
경기도 수원시 장안구 정자동,880-2,202409,9,"52,850",2000,백설마을효성,84.68,18,-
경기도 수원시 장안구 정자동,870-1,202409,9,"34,000",1999,백설마을현대코오롱아파트,59.79,2,-
경기도 수원시 장안구 정자동,879-1,202409,9,"60,000",1999,백설마을성지동양고속아파트,99.89,6,-
세종특별자치시  고운동,1728,202409,9,"36,000",2015,가락마을6단지(중흥S클래스프라디움),59.6866,11,-
울산광역시 북구 명촌동,BL-84,202409,9,"50,000",2018,울산강변효성해링턴플레이스(84블럭),84.9083,13,-
울산광역시 북구 명촌동,BL-126-101,202409,9,"32,500",2003,평창리비에르2차,84.5532,13,-
광주광역시 광산구 우산동,1588-1,202409,9,"35,400",2019,우산동동부센트레빌,84.8136,11,-
경기도 남양주시 진접읍 부평리,764,202409,9,"36,000",2009,진접센트레빌시티1단지,84.98,11,-
경기도 남양주시 진접읍 부평리,764,202409,9,"36,000",2009,진접센트레빌시티1단지,84.98,10,-
경기도 수원시 장안구 정자동,887-1,202409,9,"49,000",1999,화서역 우방 센트럴파크,59.98,19,-
경기도 수원시 장안구 정자동,945,202409,9,"64,800",2013,수원 SK SKY VIEW,59.952,11,-
울산광역시 울주군 범서읍 구영리,209-1,202409,9,"61,500",2007,구영2차푸르지오,123.7,14,-
경기도 오산시 갈곶동,251,202409,9,"14,800",1998,우림,49.5,3,-
경기도 오산시 갈곶동,235-3,202409,9,"30,000",2024,힐스테이트오산더퍼스트,59.9944,1,-
울산광역시 북구 효문동,1039,202409,9,"35,900",2018,효문코오롱하늘채,77.05,15,-
경기도 시흥시 거모동,1474-1,202409,9,"13,500",1988,일우,42.72,5,-
경기도 시흥시 거모동,1731-1,202409,9,"14,000",1991,아주2,59.58,2,-
경기도 고양시 덕양구 성사동,869,202409,9,"68,000",2009,원당대림e-편한세상,112.242,18,-
경기도 남양주시 진접읍 금곡리,1080,202409,9,"46,800",2010,해밀마을신안인스빌,84.985,4,-
경기도 남양주시 진접읍 금곡리,1080,202409,9,"43,300",2010,해밀마을신안인스빌,84.985,1,-
경기도 시흥시 거모동,1769-1,202409,9,"11,900",1991,동원,50.2875,12,-
울산광역시 울주군 청량읍 율리,1472-1,202409,9,"43,000",2015,문수데시앙1단지,84.93,5,-
광주광역시 광산구 우산동,1572-2,202409,9,"10,400",1992,하남우미,49.14,12,20240913
경기도 시흥시 거모동,612-1,202409,9,"6,300",1999,동보,25.12,18,-
광주광역시 광산구 신창동,1110,202409,9,"19,700",2006,신창3차부영사랑으로,59.748,3,-
광주광역시 광산구 신창동,1264,202409,9,"28,000",2006,신창5차부영사랑으로,84.9931,2,-
울산광역시 북구 양정동,500-33,202409,9,"34,000",2007,양정힐스테이트,114.845,20,-
울산광역시 북구 양정동,802,202409,9,"29,300",2009,양정힐스테이트2차,84.936,6,20241025
울산광역시 북구 양정동,802,202409,9,"29,300",2009,양정힐스테이트2차,84.936,6,-
경기도 시흥시 조남동,720,202409,9,"63,000",2016,네이처하임,84.45,13,-
경기도 오산시 청호동,321,202409,9,"32,000",2007,오산자이,84.0525,9,-
대전광역시 서구 월평동,312-1,202409,9,"40,000",1995,진달래,84.57,5,-
대전광역시 서구 월평동,222,202409,9,"47,800",1994,한아름,101.85,3,-
세종특별자치시  조치원읍 신안리,Mar-35,202409,9,"6,300",2002,유니빌,28.168,6,-
광주광역시 광산구 신가동,1019-1,202409,9,"22,500",2002,수동리안아파트,84.83,13,-
경기도 시흥시 산현동,496,202409,9,"48,000",2018,목감중흥에스-클래스레이크힐스,72.0814,19,-
경기도 고양시 덕양구 지축동,915,202409,9,"80,300",2020,지축역중흥S-클래스북한산파크뷰,84.9664,3,-
대전광역시 서구 가수원동,793-1,202409,9,"9,500",1990,은아2단지,52.2,9,-
경기도 의정부시 신곡동,754,202409,9,"22,200",2001,신곡주공4,59.55,14,-
경기도 의정부시 신곡동,727-1,202409,9,"28,000",1998,풍림,59.88,10,-
경기도 의정부시 신곡동,482,202409,9,"19,000",1994,신성2,65.85,8,-
경기도 의정부시 신곡동,685,202409,9,"25,500",1993,벽산,84.63,1,-
경기도 의정부시 신곡동,669,202409,9,"26,000",1995,극동,60.0,7,-
경기도 광명시 광명동,781,202409,9,"68,000",2007,월드메르디앙,84.83,20,-
경기도 의정부시 신곡동,816,202409,9,"50,500",2019,e편한세상신곡파크비스타,84.4154,2,-
경기도 부천시 원미구 상동,392,202409,9,"54,000",1994,"한아름마을(현대,라이프)",84.9,20,-
경기도 고양시 덕양구 고양동,719,202409,9,"28,500",2004,푸른마을3단지,84.89,5,-
경기도 의정부시 신곡동,816,202409,9,"41,900",2019,e편한세상신곡파크비스타,72.9453,2,-
경기도 부천시 원미구 상동,399,202409,9,"26,600",1994,반달마을(극동신라),41.44,4,-
경기도 부천시 원미구 상동,397,202409,9,"41,500",1993,반달마을(건영),59.84,11,-
경기도 부천시 원미구 상동,548-7,202409,9,"48,000",2008,WITHUSVILL,84.93,11,-
대전광역시 서구 가수원동,793-1,202409,9,"11,900",1990,은아2단지,52.2,1,-
경기도 동두천시 생연동,787-2,202409,9,"8,600",1995,건영아파트,59.4,19,-
경기도 고양시 덕양구 관산동,151-3,202409,9,"14,500",1987,허스(151-3),54.72,5,-
경기도 파주시 목동동,114-37,202409,9,"34,500",2001,산내마을8단지월드메르디앙(114-37),84.715,6,-
경기도 부천시 원미구 심곡동,365-8,202409,9,"15,600",2012,남영라끄빌,30.02,4,-
광주광역시 북구 일곡동,849-9,202409,9,"15,700",1998,대우,59.946,19,-
대전광역시 서구 도안동,966,202409,9,"51,000",2011,한라비발디,84.6537,20,-
대전광역시 서구 도안동,1362,202409,9,"57,300",2013,현대아이파크,84.93,3,-
대전광역시 서구 도안동,2354,202409,9,"75,000",2021,트리풀시티레이크포레,97.9602,10,-
경기도 파주시 목동동,2-110,202409,9,"34,000",2001,해솔마을3단지운정현대,84.993,1,-
경기도 용인시 수지구 죽전동,339,202409,9,"60,000",1997,도담마을죽전파크빌,84.88,12,-
경기도 용인시 수지구 죽전동,952,202409,9,"78,000",1999,벽산블루밍4단지,84.8,10,-
경기도 용인시 수지구 죽전동,1003-8,202409,9,"69,500",1999,현암마을동성2차,84.99,2,-
경기도 용인시 수지구 죽전동,501,202409,9,"67,000",1997,동성1차,84.97,11,-
경기도 고양시 덕양구 화정동,851,202409,9,"24,400",1996,달빛(라이프)2,49.95,14,-
경기도 고양시 덕양구 화정동,1004,202409,9,"32,750",1995,옥빛마을14단지,50.0,2,-
경기도 용인시 수지구 죽전동,1118,202409,9,"84,700",2003,대지마을현대홈타운3차2단지,84.942,16,-
경기도 용인시 수지구 죽전동,941,202409,9,"62,000",1997,벽산블루밍3단지,59.96,6,-
경기도 안양시 동안구 호계동,801-4,202409,9,"27,500",1996,영풍,59.98,8,-
경기도 안양시 동안구 호계동,893-1,202409,9,"54,900",2003,임광한마음2차,55.405,23,-
경기도 파주시 목동동,2-117,202409,9,"29,500",2001,해솔마을2단지월드메르디앙(2-117),84.94,9,-
경기도 의정부시 장암동,17-32,202409,9,"18,500",1998,장암주공7,49.95,8,-
경기도 파주시 목동동,911,202409,9,"52,500",2014,산내마을3단지운정센트레빌,102.7,12,-
경기도 파주시 목동동,679,202409,9,"50,000",2010,해솔마을5단지삼부르네상스(679),101.1124,10,-
경기도 의정부시 호원동,360,202409,9,"30,000",1997,호원가든1,59.93,15,-
경기도 의정부시 호원동,461,202409,9,"44,700",2004,신일유토빌플러스,59.902,9,-
경기도 의정부시 호원동,114-2,202409,9,"6,000",2013,양우내안애팰리스,18.5944,2,-
세종특별자치시  종촌동,654,202409,9,"38,200",2013,가재마을11단지,59.6144,12,20241014
세종특별자치시  종촌동,654,202409,9,"38,200",2013,가재마을11단지,59.6144,12,-
대전광역시 서구 관저동,1154,202409,9,"15,000",2000,구봉마을9단지,49.92,20,-
대전광역시 서구 관저동,1593,202409,9,"33,500",2017,관저어반힐스,59.98,15,-
대전광역시 서구 관저동,1593,202409,9,"33,700",2017,관저어반힐스,59.98,14,-
세종특별자치시  종촌동,654,202409,9,"39,500",2013,가재마을11단지,59.6144,5,-
경기도 의정부시 의정부동,03월 18일,202409,9,"10,500",2019,아이콘스타로데오,19.2868,23,-
세종특별자치시  종촌동,654,202409,9,"39,500",2013,가재마을11단지,59.6144,5,20240913
세종특별자치시  조치원읍 죽림리,396,202409,9,"26,000",2008,조치원죽림자이,84.6641,6,-
대전광역시 유성구 계산동,721,202409,9,"42,800",2011,오투그란데,92.8921,11,-
경기도 용인시 수지구 풍덕천동,703,202409,9,"80,800",1995,동보,116.64,14,-
경기도 평택시 죽백동,737,202409,9,"43,300",2018,평택소사벌호반베르디움,84.2227,6,-
경기도 파주시 조리읍 봉일천리,157-1,202409,9,"7,600",1988,대화무궁화(157-1),44.16,4,-
광주광역시 광산구 운남동,771-1,202409,9,"16,700",1996,운남주공4단지,59.76,13,-
광주광역시 광산구 운남동,781-1,202409,9,"21,000",2000,운남주공8단지,59.42,18,-
경기도 광명시 광명동,200-6,202409,9,"73,700",1997,광명한진타운,84.95,5,-
경기도 부천시 오정구 원종동,478,202409,9,"45,000",2023,삼화아르떼뷰,59.0,10,-
경기도 시흥시 광석동,542,202409,9,"59,800",2020,시흥시청역동원로얄듀크,84.9939,3,-
경기도 고양시 덕양구 행신동,650,202409,9,"76,000",2009,행신3차SKVIEW,104.5787,22,-
경기도 고양시 덕양구 행신동,621,202409,9,"61,000",2005,SK뷰1차,84.91,22,-
경기도 고양시 덕양구 행신동,785,202409,9,"33,000",1995,소만마을(성원)6,49.77,9,-
경기도 고양시 덕양구 행신동,895,202409,9,"41,800",1998,햇빛주공(18-1),65.97,20,-
울산광역시 울주군 삼남읍 교동리,1678,202409,9,"7,200",2015,경동우신알프스타운,44.6513,9,-
울산광역시 울주군 삼남읍 교동리,1678,202409,9,"11,800",2015,경동우신알프스타운,54.4281,10,-
울산광역시 울주군 삼남읍 교동리,1678-3,202409,9,"44,000",2019,울산역신도시동문디이스트,84.884,11,-
경기도 성남시 분당구 대장동,641,202409,9,"113,300",2021,판교더샵포레스트12단지,84.9852,4,-
대전광역시 유성구 봉명동,640-8,202409,9,"27,500",2006,노블레스3,84.785,8,-
대전광역시 유성구 봉명동,468-3,202409,9,"20,200",2006,미성샤르망,67.867,13,-
경기도 성남시 분당구 구미동,221,202409,9,"77,000",1995,무지개(5단지)(청구),58.49,12,-
경기도 성남시 분당구 구미동,222,202409,9,"108,500",1996,무지개(10단지)(건영),101.82,12,-
경기도 시흥시 광석동,542,202409,9,"59,800",2020,시흥시청역동원로얄듀크,84.9939,3,20240919
광주광역시 광산구 운남동,782-1,202409,9,"32,500",2001,운남주공6단지,84.28,15,-
광주광역시 광산구 장덕동,1116,202409,9,"68,300",2008,수완GS자이,121.5193,6,-
대전광역시 유성구 봉명동,445-4,202409,9,"10,100",2013,리베라아이누리2,26.4208,10,-
광주광역시 광산구 장덕동,1690,202409,9,"78,000",2011,성덕마을대방노블랜드5차,117.816,10,20241219
대전광역시 유성구 원신흥동,485,202409,9,"52,500",2015,양우내안애레이크힐,70.8329,14,-
경기도 성남시 분당구 백현동,530,202409,9,"282,000",2015,판교알파리움2단지,142.013,5,-
광주광역시 광산구 장덕동,1690,202409,9,"78,000",2011,성덕마을대방노블랜드5차,117.816,10,20241230
광주광역시 광산구 장덕동,1690,202409,9,"78,000",2011,성덕마을대방노블랜드5차,117.816,10,-
경기도 용인시 기흥구 중동,1096,202409,9,"58,400",2013,신동백롯데캐슬에코1단지,84.91,2,-
경기도 고양시 덕양구 덕은동,698,202409,9,"110,000",2022,DMC한강에일린의뜰,106.9819,6,-
경기도 용인시 기흥구 중동,1047,202409,9,"43,700",2006,초당마을삼부르네상스12단지아파트(코아루),84.54,5,-
광주광역시 광산구 하남동,971,202409,9,"40,500",2018,하남3지구모아엘가,84.9966,7,-
경기도 고양시 덕양구 향동동,501,202409,9,"73,500",2020,DMC중흥S-클래스더센트럴,59.9482,25,-
경기도 고양시 덕양구 향동동,501,202409,9,"75,000",2020,DMC중흥S-클래스더센트럴,59.9482,28,-
울산광역시 울주군 온양읍 발리,1311,202409,9,"30,100",2017,울산온양서희스타힐스,74.1832,15,-
대전광역시 동구 인동,Jun-82,202409,9,"19,900",2017,대호아파트,83.09,6,-
경기도 파주시 동패동,2071,202409,9,"48,000",2022,초롱꽃마을6단지금강펜테리움,84.8692,4,20241120
경기도 파주시 동패동,2071,202409,9,"59,000",2022,초롱꽃마을6단지금강펜테리움,84.7064,7,-
경기도 파주시 동패동,2071,202409,9,"57,800",2022,초롱꽃마을6단지금강펜테리움,84.8692,2,-
대전광역시 유성구 상대동,462,202409,9,"78,000",2011,한라비발디,101.9252,10,20240927
대전광역시 유성구 상대동,462,202409,9,"78,000",2011,한라비발디,101.9252,10,-
경기도 파주시 동패동,2076,202409,9,"69,800",2022,초롱꽃마을8단지중흥S클래스,84.1597,7,-
경기도 파주시 동패동,2119,202409,9,"86,800",2021,초롱꽃마을13단지디에트르더퍼스트,107.9804,18,-
경기도 파주시 동패동,1781,202409,9,"77,000",2020,한울마을1단지운정신도시IPARK,84.91,12,-
경기도 고양시 일산동구 식사동,1504,202409,9,"97,000",2010,위시티일산자이4단지,162.7081,7,-
경기도 고양시 일산동구 식사동,1529,202409,9,"63,800",2010,위시티일산자이주상복합,142.49,5,-
경기도 남양주시 퇴계원읍 퇴계원리,232,202409,9,"44,000",1999,성원,84.96,10,-
경기도 용인시 기흥구 동백동,683,202409,9,"49,800",2007,동원마을동원로얄듀크,84.9726,12,-
경기도 성남시 분당구 서현동,308,202409,9,"98,000",1994,효자촌(대우),70.686,13,-
경기도 성남시 분당구 서현동,92,202409,9,"160,000",1991,시범현대,164.04,7,-
경기도 성남시 분당구 서현동,87,202409,9,"125,000",1991,시범삼성,59.995,5,-
경기도 평택시 소사동,697,202409,9,"30,500",2019,평택효성해링턴플레이스2단지,59.875,26,-
경기도 평택시 통복동,Feb-88,202409,9,"7,500",2017,꿈의도시두드림,19.01,8,-
경기도 고양시 일산동구 중산동,1841,202409,9,"65,500",2018,일산센트럴아이파크,84.9854,7,-
세종특별자치시  다정동,960,202409,9,"72,000",2018,가온마을1단지(힐스테이트),101.7203,12,-
경기도 평택시 평택동,May-64,202409,9,"7,000",2017,라페온빌II,18.27,4,-
경기도 안산시 상록구 본오동,871,202409,9,"27,500",1993,신안1,62.4,2,-
세종특별자치시  다정동,946,202409,9,"62,000",2018,가온마을5단지(중흥에스클래스센텀시티),84.9837,4,-
경기도 안양시 동안구 평촌동,314,202409,9,"110,000",2002,귀인마을현대홈타운,80.374,25,-
경기도 성남시 분당구 정자동,01월 28일,202409,9,"233,000",2003,로얄팰리스,208.87,11,-
경기도 성남시 분당구 정자동,102,202409,9,"63,000",1994,한솔마을(4단지)(주공),35.28,8,-
대전광역시 유성구 지족동,880,202409,9,"34,800",2000,열매마을6단지(현대2차),71.347,7,-
대전광역시 유성구 지족동,919,202409,9,"42,800",2000,열매마을7단지(현대1차),77.046,10,-
경기도 부천시 소사구 괴안동,204-1,202409,9,"31,900",1992,삼익3차,56.67,9,-
경기도 고양시 일산동구 장항동,1762,202409,9,"128,200",2019,킨텍스원시티3블럭,84.4423,35,-
경기도 고양시 일산동구 장항동,881,202409,9,"41,000",1994,호수마을(현대),59.925,2,-
경기도 용인시 기흥구 영덕동,1315,202409,9,"37,000",2019,힉스유타워,59.9,21,-
대전광역시 동구 인동,Apr-78,202409,9,"14,500",2004,세강듀오빌,59.9264,7,-
대전광역시 동구 가오동,496,202409,9,"39,500",2006,은어송마을3단지(가오아이파크),101.8998,4,-
경기도 용인시 기흥구 고매동,883,202409,9,"30,500",2009,기흥써니밸리,84.889,1,-
경기도 용인시 기흥구 공세동,714,202409,9,"57,000",2009,대주피오레2단지,150.2849,8,-
경기도 용인시 기흥구 공세동,694,202409,9,"50,400",2009,대주피오레1단지,150.2849,18,-
경기도 부천시 소사구 괴안동,162-2,202409,9,"48,000",2008,태송팰리채,81.99,11,-
경기도 안산시 상록구 성포동,591,202409,9,"28,000",1995,주공11,49.69,3,-
경기도 용인시 기흥구 하갈동,631,202409,9,"40,000",2009,청명호수신안인스빌1단지,84.99,12,-
세종특별자치시  반곡동,852,202409,9,"53,000",2019,수루배마을3단지,84.4377,1,-
경기도 안양시 동안구 관양동,1586-5,202409,9,"61,000",1995,한가람(삼성),59.76,11,-
경기도 안양시 동안구 관양동,1815,202409,9,"146,000",2016,평촌더샵센트럴시티,96.9933,21,-
세종특별자치시  반곡동,852,202409,9,"53,000",2019,수루배마을3단지,84.4377,1,-
경기도 성남시 중원구 하대원동,249,202409,9,"64,500",2003,아튼빌,59.91,5,20241120
대전광역시 동구 신흥동,264,202409,9,"59,000",2022,신흥SKVIEW,84.9717,23,-
경기도 용인시 기흥구 구갈동,663,202409,9,"77,000",2018,기흥역파크푸르지오,84.968,28,-
경기도 용인시 기흥구 구갈동,662,202409,9,"84,000",2018,기흥역센트럴푸르지오,84.9079,40,-
광주광역시 북구 두암동,73,202409,9,"13,000",1995,라인동산,59.79,4,-
경기도 평택시 고덕동,Jan-89,202409,9,"57,500",2021,고덕국제신도시파라곤에듀포레,84.7996,10,-
경기도 평택시 고덕동,Jan-19,202409,9,"71,000",2021,호반써밋고덕신도시,84.9092,19,-
경기도 안산시 상록구 월피동,444,202409,9,"22,600",1993,주공1,41.3,15,-
경기도 시흥시 은행동,543-1,202409,9,"23,000",1997,대우2차,50.884,4,-
광주광역시 광산구 비아동,152-5,202409,9,"14,000",1998,호반,59.88,14,-
대전광역시 동구 용운동,783,202409,9,"31,800",2020,e편한세상 대전에코포레,59.8825,5,-
경기도 용인시 처인구 남사읍 아곡리,681,202409,9,"43,000",2018,e편한세상용인한숲시티5단지,84.658,28,20240910
경기도 용인시 처인구 남사읍 아곡리,681,202409,9,"43,000",2018,e편한세상용인한숲시티5단지,84.658,28,-
경기도 평택시 고덕동,Jan-18,202409,9,"62,000",2023,고덕국제신도시제일풍경채3차센텀,75.7246,8,-
경기도 용인시 처인구 이동읍 천리,1142,202409,9,"32,500",2016,에이스카운티아파트,84.711,4,-
전북특별자치도 완주군 이서면 갈산리,637,202409,9,"34,500",2014,혁신도시 코오롱 하늘채 아파트 1단지,84.778,1,-
전북특별자치도 전주시 완산구 서서학동,971-6,202409,9,"8,700",2012,신용고궁맨션,84.54,3,-
전북특별자치도 전주시 완산구 중화산동1가,250,202409,9,"8,200",1995,동신2차,51.99,14,-
전북특별자치도 전주시 완산구 중화산동1가,154,202409,9,"12,500",1995,중화산동신일,84.93,1,-
경상남도 창녕군 남지읍 남지리,481-27,202409,9,"7,300",1997,동서목련빌라,83.69,3,-
전북특별자치도 군산시 소룡동,1386-10,202409,9,"3,000",1991,진흥아파트,43.72,9,-
강원특별자치도 횡성군 둔내면 둔방내리,589,202409,9,"8,300",2000,경림,58.189,5,20241220
전북특별자치도 군산시 소룡동,1386-10,202409,9,"3,000",1991,진흥아파트,43.72,9,-
전북특별자치도 전주시 완산구 서신동,761-2,202409,9,"11,200",1996,쌍용서신,59.028,17,-
전북특별자치도 전주시 완산구 서신동,961,202409,9,"16,000",1999,동아한일,60.0,13,-
강원특별자치도 홍천군 홍천읍 갈마곡리,549,202409,9,"24,000",2016,홍천오드카운티,59.9781,16,-
경상남도 함안군 군북면 소포리,1633,202409,9,"9,400",2013,봉국한마음,57.1398,3,-
전북특별자치도 완주군 봉동읍 둔산리,873-1,202409,9,"12,400",2007,전주렉시안,59.9604,13,-
전북특별자치도 김제시 신풍동,595,202409,9,"7,500",1993,비사벌,59.4,2,-
전북특별자치도 전주시 완산구 평화동1가,467,202409,9,"11,000",1996,한성,59.928,6,-
전북특별자치도 익산시 모현동1가,954,202409,9,"29,500",2012,익산e편한세상,84.885,23,-
강원특별자치도 삼척시 갈천동,227,202409,9,"36,500",2021,트루엘시그니처,84.6073,18,-
전북특별자치도 익산시 모현동1가,957,202409,9,"51,300",2021,모현오투그란데프리미어,118.9572,12,-
제주특별자치도 서귀포시 표선면 표선리,1544-1,202409,9,"11,000",2000,표선반석타운,55.81,4,-
전북특별자치도 전주시 완산구 평화동2가,567,202409,9,"16,500",1998,동신,75.6,16,-
전북특별자치도 전주시 완산구 평화동2가,292,202409,9,"6,500",1995,전주평화주공5단지,37.67,13,-
전북특별자치도 전주시 완산구 평화동2가,952,202409,9,"29,700",2012,영무예다음,84.97,5,-
전북특별자치도 전주시 완산구 평화동2가,964,202409,9,"46,500",2020,평화동2차골드클래스아파트,84.992,15,-
전북특별자치도 전주시 완산구 평화동2가,897-1,202409,9,"14,900",2002,그린타운(1),59.68,9,-
강원특별자치도 속초시 조양동,1505,202409,9,"14,400",1995,부영9,50.0,13,-
강원특별자치도 속초시 조양동,1501,202409,9,"12,900",1995,부영5,50.0,6,-
강원특별자치도 속초시 조양동,1569,202409,9,"24,900",2015,속초조양양우내안애아파트,59.9903,2,-
강원특별자치도 속초시 조양동,1377-10,202409,9,"7,000",1990,진덕설악,59.99,6,-
강원특별자치도 속초시 조양동,1499,202409,9,"16,500",1996,부영3,59.905,13,-
강원특별자치도 속초시 조양동,1499,202409,9,"16,500",1996,부영3,59.905,13,20240919
전북특별자치도 남원시 월락동,659,202409,9,"26,700",2014,남원산이고운코아루,84.6367,1,-
전북특별자치도 남원시 도통동,576,202409,9,"18,000",2001,부영5차,84.9538,13,-
강원특별자치도 원주시 반곡동,2069,202409,9,"37,500",2018,이편한세상반곡,84.9927,11,-
강원특별자치도 춘천시 우두동,1085,202409,9,"33,200",2020,춘천파크에뷰,84.71,7,-
강원특별자치도 춘천시 우두동,1085,202409,9,"38,000",2020,춘천파크에뷰,84.71,19,-
강원특별자치도 춘천시 우두동,1089,202409,9,"42,000",2021,춘천우두이지더원시그니처,84.9667,8,-
강원특별자치도 속초시 동명동,599,202409,9,"35,000",2023,속초롯데캐슬인더스카이,59.88,8,-
경상남도 양산시 물금읍 범어리,Apr-10,202409,9,"48,000",2017,양산신도시3차동원로얄듀크비스타,84.9959,19,-
경상남도 양산시 물금읍 범어리,Apr-85,202409,9,"25,700",2013,반도유보라3차아파트,59.9568,10,-
경상남도 양산시 물금읍 범어리,Jan-76,202409,9,"18,700",2007,반도보라빌,59.909,15,-
전북특별자치도 완주군 봉동읍 장기리,273,202409,9,"4,900",1994,봉동2차명진로얄아파트,59.4,2,-
강원특별자치도 태백시 동점동,74,202409,9,"2,000",1986,동점,39.72,3,-
강원특별자치도 태백시 장성동,291,202409,9,"14,500",2019,태백장성동아라이크텐,83.7425,11,-
전북특별자치도 완주군 용진읍 신지리,877,202409,9,"3,800",2001,덕천하이트,59.48,8,-
