시군구,번지,계약년월,계약일,거래금액(만원),건축년도,단지명,전용면적(㎡),층,해제사유발생일
전북특별자치도 익산시 어양동,652-1,202201,31,"7,800",1998,부영1차,49.8,1,-
전북특별자치도 군산시 대야면 지경리,699-147,202201,31,"4,300",1992,한신타운,59.73,8,-
전북특별자치도 전주시 완산구 삼천동1가,705-6,202201,31,"21,000",1992,광진궁전맨션,141.79,10,-
전북특별자치도 전주시 완산구 평화동1가,445-6,202201,31,"5,000",1992,"평화주공1,2",38.64,5,-
강원특별자치도 인제군 북면 원통리,755-11,202201,31,"6,850",1997,혜진2차,59.03,2,-
강원특별자치도 철원군 동송읍 이평리,1554,202201,31,"26,800",2008,금강아미움(101~107동),84.972,7,-
강원특별자치도 횡성군 횡성읍 읍하리,518,202201,31,"16,000",1998,대동황토방,84.93,7,-
강원특별자치도 태백시 황지동,621-277,202201,31,"9,700",2001,선명5차,59.5139,3,-
강원특별자치도 원주시 단구동,1588-1,202201,31,"13,500",2002,현진에버빌2,59.761,1,-
경상남도 거제시 고현동,1062,202201,31,"12,500",2002,거제2차덕산베스트타운,59.31,14,-
경상남도 진주시 신안동,707-1,202201,31,"13,700",1996,신안주공2,49.97,11,-
경상남도 창원시 진해구 부흥동,01월 11일,202201,31,"12,000",1994,대신한울,81.36,4,-
경상남도 창원시 마산회원구 석전동,300,202201,31,"24,700",2019,창원메트로시티석전,38.828,16,-
경상남도 창원시 성산구 대방동,358,202201,31,"17,000",1992,대동,49.94,8,20220421
경상북도 안동시 노하동,899,202201,31,"21,500",2018,신안동역코아루미소지움,82.5267,1,-
경상북도 김천시 지좌동,759-7,202201,31,"11,200",2016,발트하임101동,59.8175,2,-
경상북도 김천시 율곡동,408,202201,31,"32,000",2013,경북혁신케이씨씨스위첸,84.84,6,-
경상북도 포항시 남구 대잠동,1036,202201,31,"53,000",2018,포항자이아파트,84.9388,30,-
전라남도 무안군 무안읍 교촌리,1039,202201,31,"14,900",2001,광명샤인빌,84.9072,13,-
전라남도 해남군 해남읍 해리,305-2,202201,31,"7,450",1992,금영,59.97,8,-
전라남도 고흥군 고흥읍 남계리,717-1,202201,31,"16,000",2012,대영베스트,80.69,4,-
전라남도 나주시 남평읍 동사리,414,202201,31,"15,500",2017,에스티엑스칸.중우하나린,59.9596,26,-
전라남도 순천시 동외동,56-14,202201,31,"13,900",1993,선미중앙하이츠,84.93,13,-
충청남도 청양군 청양읍 읍내리,376-8,202201,31,"8,000",1997,세아,49.98,2,-
충청남도 당진시 대덕동,1876,202201,31,"24,000",2020,당진대덕수청시티프라디움1차,59.9764,11,-
충청남도 서산시 성연면 왕정리,719,202201,31,"25,000",2015,이안서산테크노밸리,84.9767,8,-
충청남도 서산시 동문동,1000-4,202201,31,"5,000",2018,코아루시티,14.23,3,-
충청남도 천안시 동남구 영성동,Sep-48,202201,31,"20,000",2020,형우이즈뷰아파트2차2동,51.32,8,-
충청북도 증평군 증평읍 장동리,921,202201,31,"13,500",2003,증평4단지주공,59.92,4,-
충청북도 증평군 증평읍 장동리,921,202201,31,"9,600",2003,증평4단지주공,51.49,8,-
충청북도 청주시 흥덕구 봉명동,2758,202201,31,"26,000",2003,두진하트리움,136.497,15,-
경기도 광주시 양벌동,1111,202201,31,"66,900",2018,광주역우방아이유쉘2단지,77.8977,8,-
경기도 김포시 풍무동,147,202201,31,"50,000",2000,양도마을(서해그랑블),108.6002,10,-
경기도 고양시 일산서구 일산동,2019,202201,31,"36,500",1996,에이스11차,84.87,18,-
경기도 안산시 단원구 초지동,801,202201,31,"74,700",2018,롯데캐슬더퍼스트,84.97,13,-
경기도 안산시 단원구 초지동,801,202201,31,"74,700",2018,롯데캐슬더퍼스트,84.97,13,20220629
울산광역시 남구 무거동,840,202201,31,"32,300",2002,쌍용스윗닷홈2,84.9348,2,-
울산광역시 남구 무거동,220-1,202201,31,"15,500",1989,부성타워맨션,84.85,3,-
대전광역시 유성구 원내동,394,202201,31,"32,000",1996,샘물타운,84.94,12,-
대전광역시 유성구 원신흥동,485,202201,31,"50,000",2015,양우내안애레이크힐,70.8387,3,-
대전광역시 서구 관저동,1985,202201,31,"57,500",2018,관저더샵,84.882,18,-
대전광역시 중구 문화동,422-1,202201,31,"16,500",2000,햇살,59.4,6,-
광주광역시 광산구 소촌동,612,202201,31,"9,900",1995,서라2,59.985,10,-
광주광역시 광산구 쌍암동,694-59,202201,31,"53,000",2017,쌍암중흥에스-클래스리버시티,76.9179,16,-
광주광역시 북구 문흥동,787-1,202201,31,"15,000",1990,주공,58.01,1,-
광주광역시 북구 오치동,1005,202201,31,"11,900",1992,주공,52.09,5,20220307
광주광역시 남구 송하동,43-28,202201,31,"18,000",1996,금호타운,84.895,10,20220210
인천광역시 서구 석남동,523-2,202201,31,"17,000",2002,이화골드타운,59.93,2,-
인천광역시 부평구 부평동,147-9,202201,31,"21,400",2014,태강플러스,49.92,9,-
인천광역시 동구 송현동,06월 26일,202201,31,"11,000",1993,송현주공,36,9,-
대구광역시 달서구 대곡동,1123,202201,31,"53,000",2018,수목원제일풍경채,99.94,7,-
대구광역시 동구 검사동,908-130,202201,31,"21,000",2014,해오름타운A,84.7626,8,-
부산광역시 해운대구 중동,1498-9,202201,31,"102,000",2006,뷔센하우스,240.17,4,-
서울특별시 강남구 역삼동,709-5,202201,31,"220,000",2014,테헤란아이파크,70.8333,2,20220321
서울특별시 구로구 구로동,Apr-46,202201,31,"13,000",2011,하나세인스톤3차,19.99,14,-
서울특별시 중구 회현동2가,87,202201,31,"250,000",2010,쌍용남산플래티넘,177,23,-
부산광역시 연제구 거제동,1272,202201,31,"45,000",2001,거제아시아드삼정그린코아,84.8673,16,-
전라남도 순천시 해룡면 상삼리,693,202201,31,"11,400",1999,금당그리안,59.76,4,-
전라남도 목포시 상동,1018,202201,31,"15,500",1995,삼성,84.93,15,-
경기도 부천시 원미구 상동,570-5,202201,31,"57,300",2002,하얀마을(경남),59.8218,6,-
강원특별자치도 동해시 천곡동,802-1,202201,31,"8,500",1996,유공타워,59.256,6,-
경기도 용인시 처인구 포곡읍 둔전리,147,202201,31,"29,500",1999,신원2차,59.96,20,-
경기도 부천시 소사구 괴안동,99,202201,31,"36,900",1995,아주,59.115,2,-
광주광역시 동구 계림동,1815,202201,31,"20,000",2018,두산위브2차,39.862,12,-
전라남도 해남군 해남읍 구교리,1005,202201,31,"21,000",2015,해남파크사이드아파트,58.8172,9,20230307
전북특별자치도 전주시 덕진구 반월동,217-4,202201,30,"24,000",2006,영무예다음,84.824,3,20220602
전북특별자치도 전주시 덕진구 송천동2가,1298,202201,30,"57,000",2019,에코시티KCC스위첸,84.981,16,-
전북특별자치도 전주시 덕진구 송천동1가,873,202201,30,"35,200",2013,벽산e-리버파크,84.9879,3,-
전북특별자치도 전주시 완산구 서신동,961,202201,30,"17,000",1999,동아한일,60,4,-
전북특별자치도 전주시 완산구 효자동1가,451,202201,30,"17,500",1997,삼성효자맨션,83.56,19,-
강원특별자치도 홍천군 홍천읍 연봉리,468-1,202201,30,"12,000",2000,청솔,59.81,12,-
강원특별자치도 삼척시 마달동,Apr-53,202201,30,"1,950",1995,누가,27.18,5,-
강원특별자치도 삼척시 남양동,348-2,202201,30,"5,300",1988,한흥3,48.57,5,-
강원특별자치도 원주시 명륜동,710,202201,30,"9,300",1992,행운,41.3,8,-
강원특별자치도 춘천시 퇴계동,917,202201,30,"18,300",1995,"한진,한성",84.83,12,-
강원특별자치도 춘천시 퇴계동,917,202201,30,"18,300",1995,"한진,한성",84.83,12,20220321
강원특별자치도 춘천시 후평동,885-1,202201,30,"11,800",1994,세경4차,50.4,2,-
제주특별자치도 서귀포시 서홍동,1593-1,202201,30,"16,000",2016,서홍에이원시티빌,53.27,4,-
경상남도 거제시 장평동,1212-2,202201,30,"40,300",2017,거제장평유림노르웨이숲,84.9922,44,-
경상남도 김해시 부곡동,803-2,202201,30,"15,000",2004,월산마을7단지주공4차,59.73,10,-
경상남도 김해시 어방동,577,202201,30,"10,100",1996,어방화인아파트,59.84,14,-
경상남도 김해시 동상동,495-7,202201,30,"9,700",1994,한덕타워,59.73,15,-
경상남도 김해시 봉황동,126,202201,30,"6,500",1986,그린,50.4,5,-
경상남도 김해시 외동,1261-9,202201,30,"14,000",1997,한국,49.35,3,-
경상남도 김해시 동상동,495-7,202201,30,"9,700",1994,한덕타워,59.73,5,-
경상남도 진주시 정촌면 예하리,1286,202201,30,"27,400",2019,진주정촌대경파미르,66.6161,2,-
경상남도 진주시 주약동,407-1,202201,30,"24,300",1999,금호석류,84.87,13,-
경상남도 진주시 초전동,1673,202201,30,"68,200",2018,이지더원,113.588,18,-
경상남도 창원시 진해구 남문동,1274-1,202201,30,"21,450",2017,시티프라디움1차아파트,59.9808,24,-
경상남도 창원시 진해구 남문동,1293-1,202201,30,"27,500",2018,남문호반베르디움,71.991,6,-
경상남도 창원시 마산합포구 현동,700,202201,30,"41,500",2017,중흥S클래스프라디움3차,84.9841,23,-
경상남도 창원시 성산구 내동,452-14,202201,30,"22,600",2009,월드메르디앙웨스턴애비뉴,59.9294,13,-
경상북도 경산시 옥곡동,831-1,202201,30,"18,700",2004,부영조은마을(1단지),84.9751,15,-
경상북도 경산시 삼풍동,500-1,202201,30,"16,300",2001,태왕드림하이츠,59.972,10,-
경상북도 문경시 모전동,908,202201,30,"13,900",1998,주공매봉마을(1단지)201-206동,59.47,9,-
경상북도 상주시 무양동,318,202201,30,"23,000",2021,상주무양태왕아너스,59.9216,14,-
경상북도 영천시 야사동,120,202201,30,"3,500",1991,야사주공3차단지,47.31,4,-
경상북도 영천시 망정동,116,202201,30,"8,200",1998,영천망정3주공,59.99,9,-
경상북도 영천시 야사동,232,202201,30,"8,300",1991,문화골든,84.825,6,-
경상북도 구미시 옥계동,540,202201,30,"7,000",1994,동우대백타운,59.85,8,-
경상북도 구미시 구평동,429,202201,30,"15,900",2001,부영2,80.9537,9,-
경상북도 구미시 선산읍 노상리,48,202201,30,"4,900",2000,선산주공,49.71,12,-
경상북도 구미시 임은동,822,202201,30,"24,900",2015,구미임은삼도뷰엔빌W,76.7395,12,-
경상북도 경주시 충효동,2927,202201,30,"14,250",1996,대우1차,84.954,2,-
경상북도 포항시 북구 득량동,287-10,202201,30,"17,300",2016,영진리더스,59.6523,5,-
전라남도 해남군 해남읍 수성리,148,202201,30,"4,900",1993,해성,73.38,5,-
전라남도 나주시 송월동,1142,202201,30,"18,500",2017,양우내안애센텀시티아파트,59.9925,9,-
전라남도 순천시 조례동,1668,202201,30,"6,100",1993,주공4,35.28,2,-
전라남도 순천시 조곡동,68-61,202201,30,"11,000",1993,금호타운,84.935,8,-
전라남도 순천시 해룡면 상삼리,691,202201,30,"10,200",2001,청솔1,56.4,13,-
전라남도 목포시 옥암동,1144,202201,30,"17,900",2007,부영애시앙1차,84.6499,18,-
충청남도 당진시 송악읍 기지시리,504,202201,30,"31,950",2018,힐스테이트당진2차,84.7848,11,-
충청남도 서산시 성연면 일람리,1089,202201,30,"19,000",2018,서산테크노밸리고운라피네,67.2605,19,-
충청남도 아산시 탕정면 호산리,497,202201,30,"4,900",1999,홍익,33.15,4,-
충청남도 천안시 서북구 불당동,1492,202201,30,"82,300",2018,불당파크푸르지오1단지,99.9938,24,-
충청남도 천안시 동남구 신부동,970,202201,30,"39,000",2009,방죽안휴먼시아,84.77,16,-
충청북도 음성군 대소면 태생리,765,202201,30,"22,900",2018,대소웰메이드타운,84.889,4,-
충청북도 증평군 증평읍 신동리,545,202201,30,"7,600",1995,"증평주공2,3단지아파트",58.14,9,-
충청북도 증평군 증평읍 장동리,921,202201,30,"9,200",2003,증평4단지주공,51.95,3,-
충청북도 제천시 장락동,1046,202201,30,"38,000",2008,장락동롯데캐슬,118.19,12,-
충청북도 제천시 장락동,1046,202201,30,"38,000",2008,장락동롯데캐슬,118.19,12,20220209
충청북도 제천시 하소동,353,202201,30,"10,400",1995,주공2,58.74,10,-
충청북도 청주시 흥덕구 오송읍 오송리,104,202201,30,"19,477",1990,구림,63.48,3,-
충청북도 청주시 흥덕구 복대동,221-7,202201,30,"17,500",1999,대원,59.89,6,-
충청북도 청주시 서원구 모충동,Jul-94,202201,30,"10,000",1984,덕일,82.98,2,-
경기도 포천시 소흘읍 송우리,727-2,202201,30,"21,200",2005,태봉마을,59.06,1,-
경기도 양주시 백석읍 복지리,290,202201,30,"24,800",1999,동화(장미마을),84.94,11,-
경기도 양주시 백석읍 가업리,Jan-99,202201,30,"17,000",2001,세아청솔3차,59.67,3,20220223
경기도 광주시 초월읍 도평리,259,202201,30,"40,000",2007,대주피오레,104.5079,4,-
경기도 이천시 증포동,218-7,202201,30,"11,000",1996,대원,39.825,4,-
경기도 파주시 와동동,1321,202201,30,"65,000",2011,가람마을4단지한양수자인,119.83,3,-
경기도 용인시 기흥구 중동,1096,202201,30,"68,000",2013,신동백롯데캐슬에코1단지,84.85,3,-
경기도 시흥시 정왕동,1629,202201,30,"24,500",1996,무진,59.58,4,-
경기도 안산시 단원구 선부동,1085,202201,30,"35,500",1992,공작한양(저층),70.0025,3,-
경기도 평택시 동삭동,852,202201,30,"44,000",2019,평택센트럴자이3단지,59.5152,2,-
경기도 평택시 칠원동,559,202201,30,"36,600",2019,평택지제역동문굿모닝힐맘시티2단지,59.7056,2,-
경기도 평택시 서정동,1116,202201,30,"46,500",2009,평택the#,105.49,7,-
세종특별자치시  새롬동,614,202201,30,"71,800",2017,새뜸마을12단지(금성백조예미지),74.7054,6,-
세종특별자치시  어진동,548,202201,30,"12,400",2014,세종리슈빌S,21.2595,16,-
세종특별자치시  소담동,594,202201,30,"71,000",2016,새샘마을2단지(한양수자인),84.8974,8,-
울산광역시 남구 삼산동,1607-1,202201,30,"17,000",1998,현대문화2차,59.76,11,-
대전광역시 서구 갈마동,339-3,202201,30,"18,700",2020,디안더블레스,49.9825,11,-
대전광역시 서구 도안동,965,202201,30,"63,000",2012,금성백조예미지,84.9542,11,-
대전광역시 서구 갈마동,339-3,202201,30,"18,700",2020,디안더블레스,49.9825,11,20220402
광주광역시 광산구 운남동,800,202201,30,"30,000",2015,우방아이유쉘,59.7699,4,-
광주광역시 서구 치평동,1220-3,202201,30,"60,000",2020,상무지구영무예다음주상복합,84.9161,21,-
광주광역시 서구 금호동,805,202201,30,"50,200",2000,남양파크,98.45,18,-
인천광역시 미추홀구 용현동,611-4,202201,30,"21,800",1994,서해,59.95,8,-
대구광역시 달성군 다사읍 서재리,1131,202201,30,"28,000",2017,에코폴리스동화아이위시3차,62.463,8,-
대구광역시 달성군 구지면 창리,1354,202201,30,"27,000",2020,대구국가산단영무예다음,84.9966,10,-
대구광역시 달서구 송현동,156-3,202201,30,"10,500",1979,송림1동,66.45,2,-
대구광역시 달서구 월성동,89,202201,30,"24,980",1992,서한맨션,84.81,1,-
대구광역시 달서구 파호동,89,202201,30,"34,800",2000,삼성명가타운,84.94,6,-
대구광역시 남구 봉덕동,1141,202201,30,"52,000",1989,효성타운2차,130.17,6,-
부산광역시 연제구 연산동,584-1,202201,30,"59,000",1993,한성기린,164.46,5,-
부산광역시 북구 구포동,1293,202201,30,"24,500",2005,유림노르웨이숲,84.9149,20,-
부산광역시 남구 감만동,225-2,202201,30,"16,500",1996,감만현대1차,59.92,6,-
부산광역시 부산진구 연지동,72-30,202201,30,"26,800",2004,지산오차드힐,84.92,13,-
부산광역시 동구 초량동,1155,202201,30,"42,000",2006,반도보라스카이뷰,84.795,14,-
서울특별시 금천구 시흥동,1013,202201,30,"60,000",2004,관악산벽산타운5,59.34,8,-
서울특별시 강북구 미아동,1356,202201,30,"89,000",2003,경남아너스빌(1356-0),114.922,12,-
부산광역시 서구 동대신동1가,130-4,202201,30,"19,500",2003,고암시티텔,68.26,6,-
경상북도 경산시 옥곡동,832-1,202201,30,"15,400",2006,부영두리마을(3단지),59.987,1,-
경상북도 경산시 옥곡동,831-1,202201,30,"14,650",2004,부영조은마을(1단지),59.987,13,-
울산광역시 남구 신정동,1559-2,202201,30,"44,000",1984,송림맨션,75.35,1,-
인천광역시 서구 왕길동,692-1,202201,30,"45,500",2010,검단자이1단지,84.341,9,-
경기도 부천시 오정구 원종동,272-10,202201,30,"33,300",2018,한울,59.6,7,-
경상남도 사천시 사남면 유천리,928,202201,30,"24,000",2018,사천흥한에르가,84.98,13,-
경상남도 창원시 진해구 석동,232,202201,30,"33,700",2006,진해자이,84.9407,10,-
대구광역시 달성군 유가읍 쌍계리,633,202201,30,"39,800",2018,대구테크노폴리스중흥에스-클래스포디움,99.9819,7,-
경상북도 포항시 북구 죽도동,20-117,202201,30,"9,100",1992,송정한일맨션,83.73,15,-
경상남도 김해시 삼문동,Jan-64,202201,29,"27,000",2004,젤미마을10단지한림리츠빌,109.0286,6,-
전북특별자치도 남원시 죽항동,306,202201,29,"8,750",1984,죽항2,49.22,4,-
전북특별자치도 익산시 영등동,530-1,202201,29,"17,000",1984,영등1,59.3,1,-
전북특별자치도 익산시 어양동,653-1,202201,29,"9,080",1998,익산부영2차아파트,49.8,6,-
전북특별자치도 익산시 영등동,255-6,202201,29,"7,900",1988,영등2,32.43,5,-
전북특별자치도 익산시 모현동1가,111-1,202201,29,"7,000",1994,명일,59.52,16,-
전북특별자치도 익산시 송학동,898,202201,29,"50,800",2014,익산더샵,113.37,20,-
전북특별자치도 익산시 영등동,530-1,202201,29,"17,000",1984,영등1,59.3,1,20220425
전북특별자치도 익산시 모현동1가,303-1,202201,29,"16,800",1993,모현현대2차,84.74,1,-
전북특별자치도 익산시 모현동1가,250-1,202201,29,"12,300",1991,주공(2),39.69,2,-
전북특별자치도 익산시 마동,132,202201,29,"11,000",1991,그린공원아파트,59.88,1,-
전북특별자치도 익산시 어양동,689,202201,29,"13,600",2003,주공8차,51.74,15,-
전북특별자치도 익산시 모현동1가,954,202201,29,"34,000",2012,익산e편한세상,84.885,8,20220617
전북특별자치도 군산시 미장동,473,202201,29,"24,000",2009,군산수송공원삼성쉐르빌,84.406,1,-
전북특별자치도 군산시 나운동,1255-8,202201,29,"10,300",1990,현대1차,84.66,11,-
전북특별자치도 군산시 나운동,763-8,202201,29,"8,700",1990,로얄맨션2차,125.1,2,-
전북특별자치도 군산시 미룡동,857,202201,29,"5,200",2002,대명미룡아파트(2차),49.14,8,-
전북특별자치도 군산시 미룡동,896-1,202201,29,"11,400",2001,주공2차,59.39,4,-
전북특별자치도 군산시 나운동,Jul-45,202201,29,"8,000",1995,주공5차,49.69,10,-
전북특별자치도 군산시 나운동,156-3,202201,29,"10,000",1995,"영창(3,5,6동)",59.82,11,-
전북특별자치도 군산시 나운동,489,202201,29,"12,600",1992,금호타운1차,73.09,10,-
전북특별자치도 군산시 수송동,830-1,202201,29,"33,000",2010,세영리첼,84.952,16,-
전북특별자치도 전주시 덕진구 인후동1가,890-1,202201,29,"10,000",1999,인후꿈마을부영(2차),49.83,11,-
전북특별자치도 전주시 덕진구 인후동1가,858-2,202201,29,"34,000",1998,아중현대,134.59,4,-
전북특별자치도 전주시 덕진구 인후동1가,541,202201,29,"31,400",2008,인후송정써미트,124.573,9,-
전북특별자치도 전주시 덕진구 인후동1가,858-2,202201,29,"23,900",1998,아중현대,84.96,5,-
전북특별자치도 전주시 덕진구 반월동,422-1,202201,29,"2,500",1998,대창하이빌타운,28.71,4,-
전북특별자치도 전주시 덕진구 인후동1가,1029,202201,29,"32,800",2006,인후동한신휴플러스,84.71,15,-
전북특별자치도 전주시 덕진구 송천동1가,101-3,202201,29,"12,100",1993,송천신일,59.9,9,-
전북특별자치도 전주시 덕진구 송천동2가,541-2,202201,29,"23,000",1997,송천동1차쌍용,114.98,10,-
전북특별자치도 전주시 덕진구 반월동,1241,202201,29,"23,500",2019,반월동세움펠리피아2차아파트,59.6962,11,-
전북특별자치도 전주시 덕진구 인후동1가,산4-9,202201,29,"9,900",1983,쌍용,84.42,5,-
전북특별자치도 전주시 덕진구 호성동1가,750-6,202201,29,"3,470",2000,다경마을일신,28.0153,5,-
전북특별자치도 전주시 덕진구 인후동1가,951-3,202201,29,"12,100",1999,아중마을부영(3차),59.472,3,-
전북특별자치도 전주시 덕진구 덕진동2가,696,202201,29,"23,300",2009,영무예다음,59.971,6,-
전북특별자치도 전주시 덕진구 호성동1가,826,202201,29,"16,900",1994,동아,84.94,12,-
전북특별자치도 완주군 이서면 갈산리,637,202201,29,"42,000",2014,혁신도시 코오롱 하늘채 아파트 1단지,84.778,16,-
전북특별자치도 전주시 완산구 서신동,962-2,202201,29,"16,800",1998,중흥S-클래스,59.955,8,-
전북특별자치도 전주시 완산구 서신동,761-1,202201,29,"13,500",1995,서신동광진,59.98,3,-
전북특별자치도 전주시 완산구 효자동1가,98,202201,29,"14,100",1992,금호,84.719,4,-
전북특별자치도 전주시 완산구 중화산동2가,745-1,202201,29,"38,500",2003,현대에코르,84.81,7,-
전북특별자치도 전주시 완산구 평화동2가,336-6,202201,29,"16,500",1996,현대,75.12,11,-
전북특별자치도 전주시 완산구 평화동2가,943,202201,29,"21,500",2005,송정써미트,84.6134,15,-
강원특별자치도 양양군 현남면 광진리,141,202201,29,"8,900",1998,대목바다마을,38.88,6,-
강원특별자치도 철원군 동송읍 이평리,588-3,202201,29,"12,500",1995,한국개나리,84.87,1,-
전북특별자치도 완주군 봉동읍 둔산리,898-2,202201,29,"15,500",2005,전주첨단코아루1차,84.9599,11,-
강원특별자치도 홍천군 홍천읍 연봉리,468,202201,29,"17,000",1996,현대,59.445,7,-
강원특별자치도 홍천군 홍천읍 갈마곡리,549,202201,29,"23,900",2016,홍천오드카운티,59.9747,6,-
강원특별자치도 삼척시 근덕면 교가리,361-4,202201,29,"5,600",1992,동산,59.79,5,-
강원특별자치도 동해시 천곡동,1111,202201,29,"20,300",2020,천곡금호어울림라포레,64.7915,10,-
강원특별자치도 동해시 동회동,442,202201,29,"16,600",1999,현대5차,84.9562,15,-
강원특별자치도 강릉시 입암동,440,202201,29,"18,500",1998,입암현대,59.956,4,-
강원특별자치도 강릉시 노암동,605,202201,29,"19,000",2000,노암3한라,59.994,11,-
강원특별자치도 강릉시 노암동,605,202201,29,"8,800",2000,노암3한라,39.762,5,-
강원특별자치도 원주시 개운동,581-1,202201,29,"33,000",2010,원주개운휴먼시아1단지,116.92,2,-
강원특별자치도 원주시 우산동,821,202201,29,"19,300",2012,원주신일유토빌,59.727,16,-
강원특별자치도 원주시 흥업면 매지리,1928,202201,29,"6,800",1995,현대,51.545,1,-
강원특별자치도 원주시 흥업면 매지리,1928,202201,29,"6,200",1995,현대,34.38,11,-
강원특별자치도 원주시 무실동,1861-1,202201,29,"43,000",2014,원주시무실세영리첼1차,84.9704,17,-
강원특별자치도 원주시 단계동,792,202201,29,"26,200",1984,단계주공,54.12,4,-
강원특별자치도 원주시 명륜동,710,202201,29,"9,300",1992,행운,49.94,8,-
강원특별자치도 원주시 반곡동,1805,202201,29,"26,500",2008,원주반곡아이파크,84.8681,2,-
강원특별자치도 원주시 지정면 가곡리,1461,202201,29,"38,400",2019,호반베르디움더힐,84.9035,6,-
강원특별자치도 원주시 단구동,1451,202201,29,"35,000",2017,단구동한신더휴,84.9035,4,-
강원특별자치도 원주시 문막읍 건등리,193-2,202201,29,"6,300",1994,덕원,59.812,12,-
강원특별자치도 원주시 개운동,441,202201,29,"27,000",2006,개운한신휴플러스1차,84.98,11,-
강원특별자치도 원주시 관설동,1713-2,202201,29,"12,650",2002,청솔8차,59.85,12,-
강원특별자치도 춘천시 후평동,864,202201,29,"13,000",1991,한신,84.97,2,-
강원특별자치도 춘천시 퇴계동,1240,202201,29,"55,000",2019,이편한세상춘천한숲시티,84.8265,29,-
강원특별자치도 춘천시 퇴계동,983,202201,29,"17,800",1999,퇴계2주공,59.99,7,-
강원특별자치도 춘천시 후평동,864,202201,29,"13,000",1991,한신,84.97,2,20220329
강원특별자치도 춘천시 퇴계동,1031,202201,29,"30,500",2006,뜨란채,84.94,12,-
강원특별자치도 춘천시 퇴계동,916-3,202201,29,"23,000",1994,그린타운삼익코오롱,99.99,5,-
강원특별자치도 춘천시 후평동,899,202201,29,"11,400",1995,석사2,58.14,6,-
강원특별자치도 춘천시 온의동,591,202201,29,"36,000",2021,춘천센트럴파크푸르지오,59.9277,4,-
강원특별자치도 춘천시 우두동,1068-1,202201,29,"12,000",1994,동부,59.964,5,-
강원특별자치도 춘천시 사농동,158,202201,29,"18,500",2002,현대,80.934,6,-
강원특별자치도 춘천시 퇴계동,1015,202201,29,"21,000",2002,퇴계주공6차,59.83,9,-
강원특별자치도 춘천시 후평동,477,202201,29,"11,700",1989,후평주공7단지,39.69,5,-
강원특별자치도 춘천시 퇴계동,1040,202201,29,"30,000",2005,쌍용스윗닷홈,84.879,12,-
강원특별자치도 춘천시 후평동,899,202201,29,"11,900",1995,석사2,58.14,6,-
강원특별자치도 춘천시 석사동,694-1,202201,29,"12,000",1991,석사근로복지,47.32,2,-
제주특별자치도 서귀포시 표선면 표선리,1591-5,202201,29,"34,800",2019,세베스트아파트,84.6284,4,-
제주특별자치도 서귀포시 서홍동,299-1,202201,29,"9,700",2002,"태봉그린피아(101,102,103동)",36.6461,3,-
제주특별자치도 제주시 도남동,69,202201,29,"18,000",1994,도남무지개,54.03,7,-
제주특별자치도 제주시 아라일동,Feb-75,202201,29,"27,500",1993,미화,74.78,6,-
경상남도 합천군 합천읍 합천리,852-5,202201,29,"4,750",1997,황강타운,59.55,1,-
경상남도 함양군 함양읍 교산리,833-1,202201,29,"7,000",1999,천령,59.72,1,-
경상남도 산청군 신안면 하정리,738-1,202201,29,"24,000",2009,서전골든뷰,84.3037,10,-
경상남도 함안군 가야읍 검암리,770,202201,29,"16,300",2012,대경파미르(검암),67.3509,21,-
경상남도 함안군 칠서면 무릉리,1122-1,202201,29,"6,550",2001,칠서에이스2단지,53.13,15,-
경상남도 함안군 가야읍 검암리,770,202201,29,"16,300",2012,대경파미르(검암),67.3509,21,20220214
경상남도 함안군 칠원읍 무기리,878-2,202201,29,"7,300",1998,칠원대동,74.57,11,-
경상남도 함안군 가야읍 검암리,770,202201,29,"16,300",2012,대경파미르(검암),67.3509,21,20220204
경상남도 양산시 동면 금산리,763,202201,29,"8,900",1992,금산훼미리,70.02,15,-
경상남도 양산시 북정동,884-2,202201,29,"23,700",2005,새롬성원네오파트,84.8633,4,-
경상남도 양산시 북정동,434,202201,29,"7,700",1993,대동,49.71,12,-
경상남도 양산시 북정동,437,202201,29,"10,700",1995,동원,59.84,2,-
경상남도 양산시 북부동,883,202201,29,"29,900",2019,양산북부동지안스로가아파트,70.814,19,-
경상남도 양산시 물금읍 가촌리,1273-1,202201,29,"32,950",2017,양산대방노블랜드7차메가시티,59.7512,29,-
경상남도 양산시 물금읍 범어리,2676-15,202201,29,"34,700",2007,일신건영휴먼빌,84.9603,15,-
경상남도 양산시 덕계동,362,202201,29,"8,000",1993,대승하이아트1,58.73,2,-
경상남도 양산시 물금읍 가촌리,1277-2,202201,29,"31,300",2016,양산물금대방노블랜드5차에듀카운티,59.9423,26,-
경상남도 양산시 북정동,708,202201,29,"7,300",1998,동부,59.99,5,-
경상남도 양산시 덕계동,362,202201,29,"8,000",1993,대승하이아트1,58.73,2,20220210
경상남도 양산시 평산동,568,202201,29,"9,900",1994,봉우,74.53,18,20220323
경상남도 양산시 물금읍 가촌리,1323,202201,29,"26,600",2020,양산코오롱하늘채,59.836,3,-
경상남도 양산시 남부동,601-1,202201,29,"36,000",2004,신도시쌍용,84.982,11,-
경상남도 양산시 삼호동,171,202201,29,"11,300",2004,대동이미지타운2,59.3538,15,-
경상남도 양산시 평산동,568,202201,29,"7,000",1994,봉우,58.84,10,-
경상남도 거제시 거제면 서정리,767-6,202201,29,"11,300",2000,세웅하이빌2차,84.85,1,-
