sido,sigungu,area_bucket,txn_count,avg_price_per_m2,avg_yield
경상남도,경상남도 창원시,중형,78,380.9168023569838,0.0
전북특별자치도,전북특별자치도 전주시,중형,74,280.7733195113776,0.0
경상남도,경상남도 김해시,중형,62,307.8157148834343,0.0
충청북도,충청북도 청주시,중형,45,260.5926117506073,0.0
경상남도,경상남도 진주시,중형,44,283.9893621365877,0.0
경상남도,경상남도 양산시,중형,40,327.97381161557365,0.0
강원특별자치도,강원특별자치도 원주시,중형,37,269.4157553995446,0.0
광주광역시,광주광역시 북구,중형,35,302.5069131906348,0.0
울산광역시,울산광역시 남구,중형,30,459.3574526812265,0.0
경기도,경기도 평택시,중형,30,464.73452795782583,0.0
